angle_deg	amp_300	amp_500	amp_700	amp_900
6.80000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
6.85000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
6.90000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
6.95000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.00000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.05000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.10000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.15000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.20000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.25000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.30000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.35000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.40000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.45000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.50000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.55000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.60000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.65000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.70000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.75000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.80000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.85000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.90000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
7.95000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
8.00000000e+01	5.00000000e-06	5.00000000e-06	5.00000000e-06	5.00000000e-06
