angle_deg       RPM300  RPM500  RPM700  RPM900
-8.4000000000e+01	 9.0563438085e-08	 2.5899820501e-07	 7.1485646106e-07	 1.9618640075e-06
-8.3500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-8.3000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-8.2500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-8.2000000000e+01	 3.5366990050e-08	 1.7883557653e-07	 7.0828361764e-07	 3.7104784717e-06
-8.1500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-8.1000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-8.0500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-8.0000000000e+01	 7.7211167380e-08	 5.7528574120e-07	 9.4056217830e-07	 2.8654769349e-07
-7.9500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-7.9000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-7.8500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-7.8000000000e+01	 5.5704683575e-08	 3.4651431627e-07	 7.7998500874e-07	 4.4608886228e-06
-7.7500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-7.7000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-7.6500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-7.6000000000e+01	 8.4326126805e-08	 4.7020958606e-07	 6.9057213823e-07	 4.8128433369e-06
-7.5500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-7.5000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-7.4500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-7.4000000000e+01	 1.2490718096e-08	 6.3827058954e-07	 1.2335317920e-07	 9.0261088364e-07
-7.3500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-7.3000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-7.2500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-7.2000000000e+01	 6.6417210935e-08	 3.0670818581e-07	 9.4314618236e-07	 4.7677286759e-06
-7.1500000000e+01	 1.2677635363e-07	 4.2859489773e-07	 6.6890421437e-07	 6.4642464631e-06
-7.1000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-7.0500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-7.0000000000e+01	 5.5371452290e-08	 2.2682731634e-07	 7.1354660881e-07	 2.0213200488e-06
-6.9500000000e+01	 5.8321008230e-08	 4.5790029670e-07	 9.2978707933e-07	 3.3394895002e-06
-6.9000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-6.8500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-6.8000000000e+01	 5.5535029635e-08	 1.4263625743e-07	 6.0736885399e-07	 2.2265762092e-06
-6.7500000000e+01	 4.2207090680e-08	 2.5423020249e-07	 1.4971651100e-08	 5.7348672263e-06
-6.7000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-6.6500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-6.6000000000e+01	 3.5449595854e-08	 5.5098466884e-07	 7.9792266634e-07	 5.5235263161e-06
-6.5500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-6.5000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-6.4500000000e+01	 6.6986120535e-08	 5.7845890007e-07	 4.5302186063e-07	 1.9662014961e-06
-6.4000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-6.3500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-6.3000000000e+01	 1.2290432254e-07	 4.3546801417e-07	 7.9836497341e-07	 5.8087945563e-06
-6.2500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-6.2000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-6.1500000000e+01	 4.4445859167e-08	 6.9608003688e-07	 7.8645652610e-07	 5.2974787159e-06
-6.1000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-6.0500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-6.0000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-5.9500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-5.9000000000e+01	 1.0595997642e-07	 3.0801201907e-07	 2.0641920249e-07	 1.2152242399e-06
-5.8500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-5.8000000000e+01	 1.9072197817e-08	 6.1933280830e-07	 4.5097895098e-07	 6.7006900265e-06
-5.7500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-5.7000000000e+01	 4.2720041869e-08	 6.6833579911e-07	 5.5521743029e-07	 4.7910806178e-06
-5.6500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-5.6000000000e+01	 5.7995656955e-08	 1.4843254610e-07	 9.1216377525e-07	 5.9684085108e-06
-5.5500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-5.5000000000e+01	 8.3736275220e-08	 6.4514388843e-08	 1.1618783235e-07	 3.9955775367e-06
-5.4500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-5.4000000000e+01	 1.3478961061e-07	 3.5385899874e-07	 7.4900436524e-08	 8.6117515153e-08
-5.3500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-5.3000000000e+01	 1.2669750842e-07	 3.0951638407e-07	 6.7965753416e-07	 3.5791061124e-06
-5.2500000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-5.2000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-5.1500000000e+01	 1.4223741987e-07	 6.1144405017e-07	 8.7899707578e-07	 6.6455312118e-06
-5.1000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-5.0500000000e+01	 1.5210774122e-07	 3.2089237830e-07	 3.1170203674e-07	 1.8274321858e-06
-5.0000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-4.9500000000e+01	 1.1749857314e-07	 3.2988814847e-07	 8.4225737478e-07	 1.0818248208e-06
-4.9000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-4.8500000000e+01	 1.9543926968e-08	 4.7742722541e-07	 8.0011229481e-07	 5.9884005388e-06
-4.8000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-4.7500000000e+01	 1.0046799298e-07	 7.2804347788e-08	 6.8596892364e-07	 2.8009864616e-06
-4.7000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
-4.6500000000e+01	 1.3377497176e-07	 7.3278594365e-08	 7.6177632199e-07	 4.9439386816e-06
-4.6000000000e+01	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00
